time,p_u,t_u,rh_u,rh_u_wrt_ice_or_water,qh_u,wspd_u,wdir_u,wspd_x_u,wspd_y_u,dsr,dsr_cor,usr,usr_cor,albedo,dlr,ulr,cc,t_surf,dlhf_u,dshf_u,z_boom_u,z_boom_cor_u,z_stake,z_stake_cor,z_pt,z_surf_combined,z_ice_surf,snow_height,t_i_1,t_i_2,t_i_3,t_i_4,t_i_5,t_i_6,t_i_7,t_i_8,d_t_i_1,d_t_i_2,d_t_i_3,d_t_i_4,d_t_i_5,d_t_i_6,d_t_i_7,d_t_i_8,t_i_10m,tilt_x,tilt_y,gps_lat,gps_lon,gps_alt,lat,lon,alt,batt_v,t_rad,t_i,rh_i_wrt_ice_or_water,wdir_i,wspd_y_i
2016-01-01,903.5561,-24.2329,66.0513,80.9986,0.4476,4.7954,284.3117,-3.8209,0.9748,0.0,0.0,0.0,0.0,,183.0735,212.5455,0.5958,-25.7129,,,1.8415,1.7573,0.7268,0.6934,9.7775,0.0276,-0.6886,0.7162,-18.7832,-17.406,-15.9407,-15.0134,-13.905,-13.6164,-13.6086,-14.2009,0.9983,1.9983,2.9983,3.9983,4.9983,5.9983,6.9983,9.9983,-14.2026,-0.9686,1.3029,79.834569,-25.166327,866.58,79.834567,-25.166373,866.41,12.19,-24.1996,-24.231,78.8917,273.3048,0.955
2016-02-01,904.6038,-27.8991,64.3055,82.5705,0.2997,4.9742,285.9838,-4.1126,1.178,0.5639,0.641,0.6904,0.6904,,181.3158,201.7315,0.728,-28.8643,-1.3444,15.9163,1.8027,1.7079,0.6083,0.5764,9.7759,0.1114,-0.6886,0.8,-19.1112,-17.8254,-16.5297,-15.6819,-14.5799,-14.2257,-14.117,-14.3624,1.0821,2.0821,3.0821,4.0821,5.0821,6.0821,7.0821,10.0821,-14.3558,-0.9774,1.3201,79.834586,-25.166208,872.81,79.834573,-25.166328,866.42,12.04,-27.8712,-27.9134,81.6356,282.9636,1.1753
2016-03-01,900.2196,-28.8852,61.8578,79.6574,0.2702,4.9531,280.4772,-4.0349,0.7462,52.9878,54.9064,39.5092,39.5092,,167.0168,197.4817,0.5981,-30.1113,-1.8351,19.1506,1.7991,1.701,0.5699,0.5389,9.7351,0.1322,-0.6886,0.8208,-20.0228,-18.5877,-17.2149,-16.3024,-15.174,-14.7539,-14.5821,-14.5784,1.1029,2.1029,3.1029,4.1029,5.1029,6.1029,7.1029,10.1029,-14.5789,-0.9614,1.3034,79.834591,-25.166241,862.17,79.83458,-25.166284,866.42,12.09,-28.6082,-28.889,77.7847,268.4956,0.7559
2016-04-01,912.2819,-20.506,60.9231,70.9081,0.5867,4.4831,274.9151,-3.6563,0.3144,177.8051,178.8847,146.788,146.788,,177.5453,225.1187,0.4099,-21.9987,-6.1774,22.1694,1.7848,1.716,0.5294,0.509,9.8923,0.1413,-0.6886,0.8299,-20.0207,-19.0745,-17.8546,-16.9386,-15.7915,-15.2855,-15.0473,-14.8306,1.112,2.112,3.112,4.112,5.112,6.112,7.112,10.112,-14.8386,-0.9596,1.2771,79.83459,-25.16615,865.39,79.834586,-25.166238,866.43,13.55,-19.3178,-20.5072,71.6096,268.9211,0.3184
2016-05-01,911.11,-12.8871,69.1066,77.5382,1.1133,3.974,297.0872,-2.0485,1.0477,303.4256,303.2872,254.5616,254.5616,0.8326,214.1481,259.5934,0.5105,-12.7759,-14.1565,-1.5339,1.7125,1.6713,0.5241,0.5116,9.9109,0.162,-0.6886,0.8506,-17.2283,-17.7458,-17.4508,-17.0381,-16.1473,-15.7082,-15.4686,-15.0966,1.1327,2.1327,3.1327,4.1327,5.1327,6.1327,7.1327,10.1327,-15.1131,-0.935,1.2652,79.834603,-25.166181,868.41,79.834593,-25.166192,866.43,14.37,-10.3201,-12.8896,77.4218,266.3278,1.0523
2016-06-01,909.8482,-1.3417,71.2981,72.1239,2.7865,4.3639,297.2165,-3.5361,1.8186,384.686,384.4572,301.0906,301.0906,0.7867,242.0622,305.6921,0.2875,-2.2188,-32.629,12.7202,1.6541,1.6503,0.5678,0.5667,10.2715,0.1139,-0.6886,0.8025,-12.8519,-15.2933,-16.0627,-16.3481,-15.915,-15.7601,-15.6686,-15.3449,1.0846,2.0846,3.0846,4.0846,5.0846,6.0846,7.0846,10.0846,-15.3553,-0.9154,1.2314,79.834605,-25.166153,869.85,79.834599,-25.166146,866.43,14.38,1.0998,-1.3435,72.0302,290.1664,1.8136
2016-07-01,914.4749,1.5425,75.4593,75.4797,3.5198,4.2457,287.5574,-3.6595,1.1579,326.5228,326.1228,204.2654,204.2654,0.6229,258.1395,316.8746,0.3155,-0.126,-20.8501,21.5732,2.1765,2.1826,1.0295,1.0324,10.1529,-0.3517,-0.6886,0.3369,-1.942,-7.6998,-11.4209,-13.7793,-14.5614,-15.156,-15.4623,-15.496,0.619,1.619,2.619,3.619,4.619,5.619,6.619,9.619,-15.5077,-1.3025,0.9296,79.83462,-25.166054,865.38,79.834606,-25.166101,866.44,14.05,3.3268,1.5605,75.5941,278.8982,1.0715
2016-08-01,906.4386,-1.7189,77.1323,78.4017,2.9088,6.1088,296.1188,-4.8258,2.3661,185.0981,184.7371,127.5953,127.5953,0.6717,245.0746,300.5671,0.3406,-3.0732,-21.3898,24.4397,2.2804,2.2728,1.295,1.2906,10.6787,-0.6103,-0.6886,0.0783,-1.3061,-4.2895,-7.2062,-10.1,-11.7506,-13.3372,-14.3721,-15.411,0.3604,1.3604,2.3604,3.3604,4.3604,5.3604,6.3604,9.3604,-15.6353,-0.6903,0.3772,79.834612,-25.166076,868.17,79.834612,-25.166054,866.44,13.84,-1.0532,,,,
2016-09-01,903.3189,-11.0122,78.4426,86.4822,1.478,4.7783,281.5339,-3.9892,0.8141,67.8778,68.5308,51.6715,51.6108,,218.1346,260.7339,0.4724,-12.5125,-1.7161,22.2153,2.3143,2.267,1.3402,1.3129,20.0146,-0.6891,-0.7072,0.0182,-8.6494,-7.596,-7.725,-9.1083,-10.1726,-11.7479,-13.0508,-15.0188,0.2817,1.2817,2.2817,3.2817,4.2817,5.2817,6.2817,9.2817,-15.4894,-0.832,0.5028,79.834617,-25.166033,864.86,79.834619,-25.166008,866.45,13.62,-10.7751,,,,
2016-10-01,905.9126,,74.4249,87.687,,,,,,,,,,,,,,,,,2.2985,2.2209,1.3411,1.2959,16.0873,-0.6594,-0.7073,0.048,-15.3344,-12.7309,-10.9688,-10.6673,-10.5684,-11.3981,-12.38,-14.4944,0.3114,1.3114,2.3114,3.3114,4.3114,5.3114,6.3114,9.3114,-14.9816,-0.9113,0.6191,79.83463,-25.166011,869.38,79.834626,-25.165963,866.45,13.01,,,,,
2016-11-01,,,,,,,,,,,,,,,,,,,,,2.1257,2.0514,1.2374,1.1944,14.8292,-0.5177,-0.7073,0.1896,-16.3955,-14.8283,-13.3391,-12.5974,-11.8355,-12.0079,-12.5069,-14.1354,0.453,1.453,2.453,3.453,4.453,5.453,6.453,9.453,-14.439,,,,,,79.834632,-25.165917,866.46,,,,,,
2016-12-01,,,,,,,,,,,,,,,,,,,,,2.0652,1.9624,1.2233,1.1624,12.4097,-0.4624,-0.7073,0.2449,-19.3827,-16.7905,-14.7871,-13.7569,-12.7729,-12.6933,-12.9207,-14.0058,0.5083,1.5083,2.5083,3.5083,4.5083,5.5083,6.5083,9.5083,-14.1841,,,,,,79.834639,-25.165871,866.46,,,,,,
2017-01-01,,,,,,,,,,,,,,,,,,,,,2.0404,1.9143,1.1907,1.1171,9.8352,-0.4171,-0.7073,0.2902,-21.7471,-18.9079,-16.6236,-15.2099,-13.8868,-13.485,-13.4572,-14.0432,0.5536,1.5536,2.5536,3.5536,4.5536,5.5536,6.5536,9.5536,-14.1319,,,,,,79.834645,-25.165825,866.46,,,,,,
2017-02-01,,,,,,,,,,,,,,,,,,,,,1.9575,1.8485,1.1162,1.0552,8.784,-0.3506,-0.7073,0.3567,-22.8765,-20.3727,-18.116,-16.5389,-15.0097,-14.3507,-14.1044,-14.2166,0.6202,1.6202,2.6202,3.6202,4.6202,5.6202,6.6202,9.6202,-14.2315,,,,,,79.834652,-25.165781,866.47,,,,,,
2017-03-01,,,,,,,,,,,,,,,,,,,,,1.958,1.847,1.0641,1.0038,8.2325,-0.325,-0.7073,0.3823,-23.3973,-21.149,-19.0535,-17.5106,-15.9594,-15.1751,-14.7845,-14.4767,0.6457,1.6457,2.6457,3.6457,4.6457,5.6457,6.6457,9.6457,-14.4404,,,,,,79.834658,-25.165736,866.47,,,,,,
2017-04-01,910.8268,,67.9871,84.9968,,,,,,,,,,,,,,,,,1.9171,1.8258,1.0532,1.0031,8.8783,-0.314,-0.7073,0.3933,-22.816,-21.4199,-19.7478,-18.3434,-16.8295,-15.9528,-15.4668,-14.8271,0.6568,1.6568,2.6568,3.6568,4.6568,5.6568,6.6568,9.6568,-14.7532,,,79.834653,-25.165695,863.7,79.834664,-25.165691,866.48,14.47,,,,,
2017-05-01,916.4363,-13.5549,69.1272,77.776,1.0618,3.1829,273.6438,-2.5128,0.16,321.4994,320.7719,263.2119,263.2119,0.8224,192.9248,252.6711,0.3146,-14.4304,-5.9584,11.2418,1.7855,1.7407,1.0077,0.9823,11.116,-0.2605,-0.7073,0.4468,-18.9055,-19.4642,-19.0498,-18.3819,-17.2632,-16.5297,-16.0615,-15.2179,0.7103,1.7103,2.7103,3.7103,4.7103,5.7103,6.7103,9.7103,-15.136,-1.5077,0.5543,79.834673,-25.165633,868.92,79.834671,-25.165645,866.48,14.49,-10.6894,,,,
2017-06-01,910.0426,-2.2431,77.4174,78.9139,2.7974,4.2227,277.9239,-2.8512,0.3969,371.3981,370.5207,295.618,295.618,0.8009,243.6144,301.5679,0.3501,-2.8728,-21.7963,8.8849,1.8288,1.8212,1.0086,1.0044,12.7932,-0.3232,-0.7073,0.3841,-10.9252,-14.7946,-16.4765,-17.1328,-16.8098,-16.5539,-16.3242,-15.5741,0.6475,1.6475,2.6475,3.6475,4.6475,5.6475,6.6475,9.6475,-15.4863,-1.2235,0.4159,79.834671,-25.16562,866.76,79.834677,-25.165599,866.48,14.3,0.1658,,,,
2017-07-01,905.6672,0.6283,77.2436,77.519,3.4409,4.6671,284.1273,-3.8536,0.9699,329.4193,328.0478,221.7569,221.7569,0.6687,251.4803,311.9653,0.2914,-0.7937,-22.1231,21.9808,2.064,2.0668,1.1951,1.1968,12.4316,-0.5137,-0.7073,0.1936,-2.2842,-7.9679,-11.6648,-14.0843,-15.0077,-15.6574,-15.9669,-15.7763,0.457,1.457,2.457,3.457,4.457,5.457,6.457,9.457,-15.7499,-1.5615,0.3469,79.834682,-25.165532,866.91,79.834684,-25.165554,866.49,14.1,2.2385,,,,
2017-08-01,905.6349,-2.8983,79.2698,81.0387,2.796,4.7111,290.7972,-3.8706,1.4701,189.8074,186.67,132.6002,132.5632,0.6812,247.0506,296.4462,0.4134,-4.1169,-12.6605,16.6673,2.2496,2.2376,1.4147,1.4071,9.3669,-0.7253,-0.734,0.0087,-1.3376,-4.1047,-7.175,-10.229,-12.0525,-13.7,-14.7621,-15.682,0.2454,1.2454,2.2454,3.2454,4.2454,5.2454,6.2454,9.2454,-15.9122,-3.4644,0.2294,79.834687,-25.165521,868.42,79.834691,-25.165507,866.49,13.86,-2.0092,,,,
2017-09-01,906.596,-12.0326,80.1769,88.1473,1.4525,4.6649,270.4409,-3.3226,0.0256,67.9877,66.6324,56.4621,56.4621,,229.4989,257.6815,0.627,-13.5057,-1.6347,20.2866,2.0367,1.9907,1.2942,1.2651,9.357,-0.5799,-0.7354,0.1556,-7.6203,-7.5359,-7.8387,-9.271,-10.4119,-12.0128,-13.3526,-15.2572,0.3909,1.3909,2.3909,3.3909,4.3909,5.3909,6.3909,9.3909,-15.6399,-3.599,0.2945,79.834695,-25.16547,866.36,79.834697,-25.165461,866.5,13.55,-11.7565,,,,
2017-10-01,904.7646,-18.4636,80.2439,92.6828,0.9003,4.1832,273.2161,-3.5508,0.1995,5.5721,5.434,4.7066,4.7066,,210.4033,232.8527,0.6828,-20.0888,1.2957,21.9829,1.8918,1.8264,1.1374,1.0983,9.3203,-0.4141,-0.7354,0.3213,-10.0427,-9.7508,-9.4157,-9.9567,-10.3426,-11.4281,-12.5539,-14.7082,0.5566,1.5566,2.5566,3.5566,4.5566,5.5566,6.5566,9.5566,-15.0267,-3.7038,0.3368,79.834702,-25.165427,866.11,79.834704,-25.165416,866.5,12.82,-18.5483,,,,
2017-11-01,911.0,-24.9691,71.7108,89.3013,0.4359,5.0816,271.9064,-3.9975,0.1331,0.0,0.0,0.0034,0.0034,,185.2704,209.9461,0.6596,-26.4353,0.0203,25.5474,1.8823,1.7939,1.1293,1.0763,9.3716,-0.3874,-0.7354,0.348,-13.0927,-11.9487,-10.9425,-10.8813,-10.7613,-11.433,-12.2817,-14.257,0.5833,1.5833,2.5833,3.5833,4.5833,5.5833,6.5833,9.5833,-14.5317,-3.7421,0.337,,,,79.83471,-25.16537,866.51,12.55,-25.0389,,,,
2017-12-01,902.6586,-25.0838,75.425,93.7306,0.4645,5.0137,287.0695,-3.6187,1.1112,0.0,0.0,0.0,0.0,,185.427,210.0436,0.67,-26.4459,0.9715,23.0086,1.8364,1.7497,1.1016,1.0496,9.282,-0.3515,-0.7354,0.3839,-15.2865,-13.9848,-12.6778,-12.1511,-11.5869,-11.8579,-12.4036,-13.9899,0.6192,1.6192,2.6192,3.6192,4.6192,5.6192,6.6192,9.6192,-14.1921,-3.7324,0.3387,,,,79.834717,-25.165324,866.51,12.42,-25.148,,,,
2018-01-01,902.9919,-29.5358,73.622,95.1584,0.3068,4.679,291.5023,-3.504,1.3804,,,,,,,,,,,,1.8074,1.7065,1.0431,0.9848,9.278,-0.298,-0.7354,0.4374,-17.7282,-15.8972,-14.2869,-13.4303,-12.5558,-12.5144,-12.7888,-13.8914,0.6727,1.6727,2.6727,3.6727,4.6727,5.6727,6.6727,9.6727,-14.0124,-3.7649,0.329,,,,79.834723,-25.165278,866.51,12.26,-29.6117,,,,
2018-02-01,902.4643,-22.7952,80.2477,94.5849,0.6764,5.9604,256.7772,-2.8474,-0.6691,,,,,,,,,,,,1.6832,1.6102,0.9382,0.8973,9.2869,-0.2063,-0.7354,0.5291,-18.3421,-17.1092,-15.6197,-14.6232,-13.5482,-13.2678,-13.3239,-13.9676,0.7644,1.7644,2.7644,3.7644,4.7644,5.7644,6.7644,9.7644,-14.0211,-3.7231,0.3414,,,,79.83473,-25.165234,866.52,12.13,-22.8404,,,,
2018-03-01,912.0403,-28.7293,73.0349,94.5186,0.3134,4.6742,280.5291,-3.9424,0.7328,,,,,,169.7501,200.3496,0.5816,-29.195,1.3338,26.1658,1.5664,1.4815,0.7253,0.686,9.3878,-0.0357,-0.7354,0.6997,-18.0135,-17.0344,-15.9718,-15.2382,-14.2524,-13.9203,-13.8626,-14.1265,0.935,1.935,2.935,3.935,4.935,5.935,6.935,9.935,-14.1324,-3.7165,0.3167,,,,79.834736,-25.165189,866.52,12.34,-28.747,,,,
2018-04-01,906.6069,-24.0941,65.4402,80.0373,0.4515,4.0774,275.8462,-3.6015,0.3688,178.9616,176.7724,146.2492,146.2492,,163.2817,211.5484,0.3894,-25.836,-1.1469,26.0075,1.5389,1.4692,0.7216,0.6888,9.3405,-0.0307,-0.7354,0.7047,-18.7527,-17.7765,-16.6183,-15.8053,-14.8064,-14.4358,-14.3302,-14.3625,0.94,1.94,2.94,3.94,4.94,5.94,6.94,9.94,-14.3632,-3.667,0.3147,79.834736,-25.165136,864.97,79.834743,-25.165144,866.53,13.82,-22.9126,,,,
2018-05-01,902.5699,-11.9528,78.203,86.4555,1.4016,4.1952,311.9098,-1.608,1.4432,270.6763,269.7832,237.9866,237.9866,0.8759,226.0516,262.6846,0.5928,-12.119,-7.9256,3.2979,1.1458,1.1204,0.3838,0.3754,9.3096,0.2983,-0.7354,1.0338,-16.9612,-17.069,-16.5906,-16.1159,-15.26,-14.908,-14.7662,-14.6216,1.2691,2.2691,3.2691,4.2691,5.2691,6.2691,7.2691,10.2691,-14.6352,-3.515,0.3352,79.834747,-25.16512,865.45,79.834749,-25.165098,866.53,12.94,-9.7265,,,,
2018-06-01,906.1931,-4.5894,77.2872,79.9743,2.4069,4.169,313.9615,-2.4284,2.3419,355.101,354.1028,295.047,295.047,0.8374,243.3784,291.865,0.4544,-5.0874,-18.732,7.5571,1.1179,1.1084,0.3658,0.3626,9.3525,0.3102,-0.7354,1.0456,-14.9959,-15.7389,-15.8162,-15.785,-15.248,-15.0895,-15.0332,-14.8619,1.2809,2.2809,3.2809,4.2809,5.2809,6.2809,7.2809,10.2809,-14.8779,-3.3758,0.3271,79.834755,-25.165089,867.95,79.834756,-25.165052,866.53,12.6,-2.2253,,,,
2018-07-01,903.9973,-1.2307,76.6453,77.5608,2.9757,4.1098,288.88,-3.3284,1.1383,338.9205,336.5204,267.2742,267.2742,0.8002,243.4677,305.1523,0.3017,-2.0055,-23.9699,11.866,1.3134,1.3103,0.5017,0.5005,9.336,0.18,-0.7354,0.9154,-10.2583,-12.795,-14.1115,-14.8694,-14.8141,-14.9536,-15.074,-15.0484,1.1507,2.1507,3.1507,4.1507,5.1507,6.1507,7.1507,10.1507,-15.0502,-3.4946,0.2833,79.834752,-25.164949,868.51,79.834762,-25.165006,866.54,13.89,1.0314,,,,
2018-08-01,905.0134,-2.5576,81.3173,82.8576,2.9341,3.2686,275.8359,-2.7825,0.2844,203.9353,201.4199,150.2175,150.2175,0.7482,243.9494,299.4172,0.364,-3.4291,-12.1805,10.4076,1.3954,1.3887,0.6239,0.6207,9.3483,0.0599,-0.7354,0.7953,-5.7611,-9.0754,-11.2684,-12.9286,-13.5781,-14.257,-14.7275,-15.1124,1.0306,2.0306,3.0306,4.0306,5.0306,6.0306,7.0306,10.0306,-15.1102,-3.5366,0.2955,79.834765,-25.16494,867.89,79.834769,-25.16496,866.54,14.02,-1.1996,,,,
2018-09-01,905.0806,-14.8354,75.9829,86.0575,1.0874,4.2166,282.0393,-3.6802,0.7849,75.4877,74.7269,62.9398,62.9398,,204.3106,246.9343,0.4647,-16.0805,-0.5051,27.0228,1.4458,1.4058,0.644,0.6263,9.3401,-0.019,-0.7354,0.7164,-9.9305,-9.9224,-10.3939,-11.5339,-12.2395,-13.2124,-14.0086,-14.9927,0.9517,1.9517,2.9517,3.9517,4.9517,5.9517,6.9517,9.9517,-15.0083,-3.6516,0.3373,79.834769,-25.164953,867.28,79.834775,-25.164914,866.55,13.57,-14.4908,,,,
2018-10-01,902.4288,-18.1363,80.3079,93.6603,0.8884,5.5159,305.103,-3.803,2.6731,5.5863,5.5533,5.2425,5.2425,,211.7072,234.8428,0.6971,-19.4503,0.6757,20.6023,1.3386,1.2935,0.5585,0.5397,9.309,0.0805,-0.7354,0.8159,-13.6413,-12.9249,-12.2225,-12.2544,-12.2272,-12.808,-13.506,-14.7517,1.0512,2.0512,3.0512,4.0512,5.0512,6.0512,7.0512,10.0512,-14.7306,-3.6842,0.366,79.834778,-25.164833,865.55,79.834782,-25.164869,866.55,12.58,-18.1772,,,,
2018-11-01,908.2556,-24.2189,71.8232,88.3381,0.4775,4.838,288.7264,-3.5539,1.2048,0.0,0.0,0.0037,0.0037,,177.4419,211.3017,0.5469,-25.988,0.6314,26.9815,1.2555,1.1983,0.4596,0.4386,9.3622,0.1777,-0.7354,0.9131,-15.811,-14.6176,-13.5825,-13.2289,-12.8101,-13.0302,-13.489,-14.5444,1.1484,2.1484,3.1484,4.1484,5.1484,6.1484,7.1484,10.1484,-14.4929,-3.7177,0.331,,,,79.834788,-25.164823,866.55,12.48,-24.3239,,,,
2018-12-01,899.9449,-29.2002,68.3774,88.7131,0.2861,4.9947,282.2605,-4.5396,0.9865,0.0,0.0,0.0,0.0,,160.7168,195.3111,0.5429,-30.6917,0.6865,30.6647,1.2147,1.1477,0.3827,0.3616,9.2746,0.2419,-0.7354,0.9774,-18.0011,-16.4737,-15.0994,-14.3496,-13.587,-13.5001,-13.7339,-14.4664,1.2127,2.2127,3.2127,4.2127,5.2127,6.2127,7.2127,10.2127,-14.4145,-3.7481,0.3001,,,,79.834795,-25.164777,866.56,12.34,-29.2964,,,,
2019-01-01,904.6344,-32.0592,68.565,90.6221,0.2277,4.7072,277.9586,-3.8867,0.5434,0.0,0.0,0.0,0.0,,166.6835,190.8455,0.6742,-32.183,0.1875,20.9925,1.0371,0.9746,0.3669,0.3447,9.3228,0.3338,-0.7354,1.0692,-19.8662,-18.2326,-16.6302,-15.5749,-14.5329,-14.1674,-14.1758,-14.5125,1.3045,2.3045,3.3045,4.3045,5.3045,6.3045,7.3045,10.3045,-14.4798,-3.7581,0.2902,,,,79.834802,-25.164731,866.56,12.19,-32.1554,,,,
2019-02-01,902.4926,-31.9106,69.134,90.7104,0.2352,4.0315,273.1797,-3.6116,0.2006,1.2918,1.1967,1.0018,0.9996,,156.6188,185.9646,0.586,-33.7809,0.7668,29.2678,0.9511,0.8936,0.3504,0.3292,9.3073,0.3849,-0.7354,1.1204,-20.827,-19.3425,-17.8002,-16.6566,-15.4674,-14.9031,-14.7213,-14.6668,1.3557,2.3557,3.3557,4.3557,5.3557,6.3557,7.3557,10.3557,-14.6732,-3.7356,0.2834,,,,79.834808,-25.164686,866.57,12.06,-32.0218,,,,
2019-03-01,895.8172,-32.1663,69.3988,92.2325,0.2261,5.04,295.7351,-3.9577,1.9077,40.8338,39.2147,31.7442,31.7442,,157.5323,186.942,0.5958,-33.4666,0.2999,23.7179,0.9457,0.888,0.3715,0.3486,9.245,0.3692,-0.7354,1.1046,-22.0177,-20.402,-18.7798,-17.5609,-16.3017,-15.6201,-15.3036,-14.9037,1.3399,2.3399,3.3399,4.3399,5.3399,6.3399,7.3399,10.3399,-14.9486,-3.7336,0.2695,,,,79.834814,-25.164642,866.57,11.94,-32.0581,,,,
2019-04-01,907.9167,-18.6608,64.3159,74.2697,0.7124,4.493,271.4641,-3.6672,0.0937,171.1629,169.1331,142.1329,142.1329,,179.3473,230.2175,0.3611,-20.5493,-3.9755,33.575,0.95,0.9168,0.4796,0.4617,9.3782,0.3073,-0.7354,1.0428,-21.4862,-20.686,-19.4699,-18.3634,-17.1049,-16.336,-15.9131,-15.212,1.2781,2.2781,3.2781,4.2781,5.2781,6.2781,7.2781,10.2781,-15.2768,-3.6479,0.3003,79.834818,-25.164607,866.82,79.834821,-25.164596,866.58,11.79,-17.718,,,,
2019-05-01,920.5484,-9.4655,67.8693,73.2903,1.4452,2.84,284.2745,-2.0548,0.5228,307.1197,304.8625,252.947,252.947,0.8306,209.9051,266.1451,0.3256,-11.0807,-6.8007,14.7873,0.9398,0.9233,0.4929,0.4873,9.5244,0.2914,-0.7354,1.0268,-18.8133,-19.2112,-18.8894,-18.3664,-17.4496,-16.8223,-16.4253,-15.5568,1.2621,2.2621,3.2621,4.2621,5.2621,6.2621,7.2621,10.2621,-15.6327,-3.5727,0.2986,79.834817,-25.164584,867.16,79.834827,-25.164551,866.58,11.54,-7.5635,,,,
2019-06-01,914.4861,-0.3721,72.3627,73.0706,2.9988,5.0283,298.2803,-3.7997,2.0443,347.5521,347.2804,280.5203,280.5203,0.7989,252.2653,304.9105,0.3507,-2.2817,-24.8208,34.3231,1.0654,1.0649,0.4882,0.4884,9.4697,0.191,-0.7354,0.9264,-13.0719,-16.1241,-17.2843,-17.5925,-17.1778,-16.8738,-16.6526,-15.8631,1.1617,2.1617,3.1617,4.1617,5.1617,6.1617,7.1617,10.1617,-15.9074,-3.5328,0.2677,79.834805,-25.164483,868.48,79.834813,-25.164404,866.04,11.82,0.6927,,,,
2019-07-01,915.8996,0.8827,79.3933,79.5117,3.5325,3.6913,308.4492,-1.9112,1.5175,324.4305,324.7314,219.0052,219.0052,0.6843,251.7914,312.5052,0.2838,-0.6632,,,2.4758,2.4815,0.8959,0.8975,,-0.2167,-0.7354,0.5187,,,,,,,,,0.754,1.754,2.754,3.754,4.754,5.754,6.754,9.754,,-2.8461,-1.2842,79.83479,-25.164226,866.82,79.834777,-25.164153,864.98,13.58,2.9157,,,,
